Job Title,Rating,Company Name,Size,Founded,Type of ownership,Sector,Position,lower_salary,higher_salary,city,state,state_full
Business Analyst Senior,3.7,HOUSTON COMMUNITY COLLEGE SYSTEM,1001 to 5000 employees,1971,College / University,Education,1,37000,75000,Houston,TX,Texas
Business Analyst IV,3.8,Ignite Fueling Innovation,51 to 200 employees,2001,Company - Private,Information Technology,1,37000,75000,Houston,TX,Texas
Business Analyst-Entry level,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,37000,69000,Phoenix,AZ,Arizona
Entry-Level Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,37000,69000,Phoenix,AZ,Arizona
Business Analyst - Sports & Entertainment,5,ingenium.agency,1 to 50 employees,2016,Company - Private,Business Services,1,37000,69000,Phoenix,AZ,Arizona
Advertising Analyst,3.4,Advisor Group,1001 to 5000 employees,2016,Company - Private,Finance,1,37000,69000,Phoenix,AZ,Arizona
Business Systems Analyst,2.9,"Circle K Stores, Inc.",10000+ employees,1951,Company - Public,Retail,1,37000,69000,Tempe,AZ,Arizona
Data Analyst/Business Analyst with SQL,3.9,Diverse Lynx,501 to 1000 employees,2002,Company - Private,Information Technology,1,37000,69000,Phoenix,AZ,Arizona
Data Analyst,3.5,Robert Half,10000+ employees,1948,Company - Public,Business Services,1,37000,69000,Phoenix,AZ,Arizona
"Business Process Analyst in Tempe, AZ at Pyramid Consulting, Inc",3.7,Pyramid Consulting,1001 to 5000 employees,1996,Company - Private,Information Technology,1,37000,69000,Tempe,AZ,Arizona
Systems Support Analyst 5,3.6,Wells Fargo,10000+ employees,1852,Company - Public,Finance,1,37000,69000,Chandler,AZ,Arizona
"Business Analyst I (Contracting, PDM, Excel)",3.7,Wellcare,5001 to 10000 employees,1985,Company - Public,Insurance,1,37000,69000,Tempe,AZ,Arizona
Urgent - Business Analyst (0-2 yrs Experience Required),5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,37000,69000,Phoenix,AZ,Arizona
Business Analyst/QA,4.8,System Soft Technologies,201 to 500 employees,1999,Company - Private,Information Technology,1,37000,69000,Phoenix,AZ,Arizona
Business System Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,37000,69000,Phoenix,AZ,Arizona
Business Systems Analyst,2.6,BSI Group,1001 to 5000 employees,1901,Company - Private,Business Services,1,37000,69000,Scottsdale,AZ,Arizona
Senior Global HRIS & Payroll Analyst,3.9,Verra Mobility,501 to 1000 employees,1987,Company - Public,Transportation & Logistics,1,37000,69000,Mesa,AZ,Arizona
Process Management Analyst,3.1,MUFG,10000+ employees,1864,Company - Public,Finance,1,37000,69000,Tempe,AZ,Arizona
FINANCIAL PLANNING BUSINESS ANALYST II,3.3,Swift Transportation,10000+ employees,1966,Company - Public,Transportation & Logistics,1,37000,69000,Phoenix,AZ,Arizona
Process Analyst,3.5,Dexcom,1001 to 5000 employees,1999,Company - Public,Biotech & Pharmaceuticals,1,37000,69000,Mesa,AZ,Arizona
Sr. IT Business Process Analyst,3.7,KBR,10000+ employees,1901,Company - Public,"Oil, Gas, Energy & Utilities",1,37000,69000,Phoenix,AZ,Arizona
Business Systems Analyst with Travel Domain,5,Nucleusteq,201 to 500 employees,2018,Company - Private,Information Technology,1,37000,69000,Scottsdale,AZ,Arizona
Systems Analyst 2,3.4,Shamrock Foods,1001 to 5000 employees,1922,Company - Private,Manufacturing,1,37000,69000,Phoenix,AZ,Arizona
Network Security System/Data Analyst,3.1,MUFG,10000+ employees,1864,Company - Public,Finance,1,37000,69000,Tempe,AZ,Arizona
"Data Analyst, Center on Immigration and Justice (CIJ)",3.2,Vera Institute of Justice,201 to 500 employees,1961,Nonprofit Organization,Non-Profit,2,37000,66000,New York,NY,New York
Quality Data Analyst,3.8,Visiting Nurse Service of New York,10000+ employees,1893,Nonprofit Organization,Health Care,2,37000,66000,New York,NY,New York
"Senior Data Analyst, Insights & Analytics Team [Customer Operations]",3.4,Squarespace,1001 to 5000 employees,2003,Company - Private,Information Technology,2,37000,66000,New York,NY,New York
Data Analyst,4.1,Celerity,201 to 500 employees,2002,Subsidiary or Business Segment,Information Technology,2,37000,66000,New York,NY,New York
Reporting Data Analyst,3.9,FanDuel,501 to 1000 employees,2009,Company - Private,"Arts, Entertainment & Recreation",2,37000,66000,New York,NY,New York
Data Analyst,3.9,Point72,1001 to 5000 employees,2014,Company - Private,Finance,2,37000,66000,New York,NY,New York
Business/Data Analyst (FP&A),4.4,Two Sigma,1001 to 5000 employees,2001,Company - Private,Finance,2,37000,66000,New York,NY,New York
Data Science Analyst,3.7,GNY Insurance Companies,201 to 500 employees,1914,Company - Private,Insurance,2,37000,66000,New York,NY,New York
Data Analyst,4,DMGT,5001 to 10000 employees,1896,Company - Public,Finance,2,37000,66000,New York,NY,New York
"Data Analyst, Merchant Health",4.4,Riskified,501 to 1000 employees,2013,Company - Private,Business Services,2,37000,66000,New York,NY,New York
Data Analyst,4,NYU Langone Health,10000+ employees,1841,Hospital,Health Care,2,37000,66000,New York,NY,New York
DATA ANALYST,3.7,Montefiore Medical,10000+ employees,1884,Nonprofit Organization,Health Care,2,37000,66000,New York,NY,New York
Senior Data Analyst,3,Known,201 to 500 employees,2004,Company - Private,Business Services,2,37000,66000,New York,NY,New York
Investment Advisory Data Analyst,3.4,Advisor Group,1001 to 5000 employees,2016,Company - Private,Finance,2,37000,66000,Jersey City,NJ,New Jersey
Data Analyst,3.8,Undertone,201 to 500 employees,2001,Subsidiary or Business Segment,Business Services,2,37000,66000,New York,NY,New York
Clinical Data Analyst,3.8,NYSTEC,51 to 200 employees,1996,Nonprofit Organization,Business Services,2,37000,66000,New York,NY,New York
DATA PROGRAMMER/ANALYST,3.9,"Education Development Center, Inc.",501 to 1000 employees,1958,Nonprofit Organization,Business Services,2,37000,66000,New York,NY,New York
Data Analyst,4.9,Teachers Pay Teachers,51 to 200 employees,2006,Company - Private,Information Technology,2,37000,66000,New York,NY,New York
"Product Analyst, Data Science",4.4,Google,10000+ employees,1998,Company - Public,Information Technology,2,37000,66000,New York,NY,New York
Data Analyst - Intex Developer,3.3,Macquarie Group,10000+ employees,1969,Company - Public,Finance,2,37000,66000,New York,NY,New York
Data + Business Intelligence Analyst,5,Duolingo,201 to 500 employees,2011,Company - Private,Information Technology,2,37000,66000,New York,NY,New York
"Data Analyst, Product",4.8,Ro,51 to 200 employees,2017,Company - Private,Health Care,2,37000,66000,New York,NY,New York
Data Analyst,4.1,Swinerton Builders,1001 to 5000 employees,1888,Company - Private,"Construction, Repair & Maintenance",2,37000,70000,Los Angeles,CA,California
Data Analyst,3.1,"Relevante, Inc.",51 to 200 employees,2002,Company - Private,Business Services,2,37000,70000,Los Angeles,CA,California
Data Analyst,3.7,"iSpace, Inc",51 to 200 employees,2000,Company - Private,Information Technology,2,37000,70000,Glendale,CA,California
Senior Data Intelligence Analyst,3.9,Cedars-Sinai,10000+ employees,1902,Nonprofit Organization,Health Care,2,37000,70000,Los Angeles,CA,California
"Sr. Data Analyst, Consumer Applications",3.8,System1,201 to 500 employees,2013,Company - Private,Information Technology,2,37000,70000,Venice,CA,California
Data Governance Analyst,3.5,Western Asset,501 to 1000 employees,1971,Subsidiary or Business Segment,Finance,2,37000,70000,Pasadena,CA,California
"Senior Data Analyst, Data Insights",3.8,Hulu,1001 to 5000 employees,2007,Company - Private,Media,2,37000,70000,Santa Monica,CA,California
Workday Technical Analyst- Data Conversions,4.2,University of Southern California,10000+ employees,1880,College / University,Education,2,37000,70000,Los Angeles,CA,California
Data Analyst Healthcare - Experienced or Entry Level,3.1,Delmarva Foundation,501 to 1000 employees,1973,Nonprofit Organization,Business Services,2,37000,70000,Cerritos,CA,California
Woocommerce Data Governance Analyst,4.1,LiveGlam,51 to 200 employees,2016,Company - Private,Consumer Services,2,37000,70000,Los Angeles,CA,California
"Analyst, Data Operations",3.9,Warner Bros. Entertainment,5001 to 10000 employees,1923,Company - Public,Media,2,37000,70000,Burbank,CA,California
Data Analyst (Apex Legends),3.9,Electronic Arts,5001 to 10000 employees,1982,Company - Public,Media,2,37000,70000,Los Angeles,CA,California
Data Intelligence Analyst II ( Epic Certification Required ),3.9,Cedars-Sinai,10000+ employees,1902,Nonprofit Organization,Health Care,2,37000,70000,Los Angeles,CA,California
Market Data Analyst,3.9,Capital Group,5001 to 10000 employees,1931,Company - Private,Finance,2,37000,70000,Los Angeles,CA,California
"Sr Analyst, Data Operations",3.7,Turner Broadcasting,10000+ employees,2003,Subsidiary or Business Segment,Media,2,37000,70000,Burbank,CA,California
Data Analyst (Ryan White),4.7,AIDS Healthcare Foundation,1001 to 5000 employees,1987,Nonprofit Organization,Health Care,2,37000,70000,Los Angeles,CA,California
Senior Data Analyst,4,Lucky Day,1 to 50 employees,2014,Company - Private,Information Technology,2,37000,70000,Los Angeles,CA,California
"Data System Analyst I, LACERA (Senior Java Developer)",3.5,LACERA,201 to 500 employees,1938,Government,Finance,2,37000,70000,Pasadena,CA,California
Data Analyst,3.1,Computershare,10000+ employees,1978,Company - Public,Finance,2,37000,70000,El Segundo,CA,California
Junior Data Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,2,37000,70000,Los Angeles,CA,California
Senior Data Analyst,4.3,University of Pennsylvania,10000+ employees,1740,College / University,Education,2,37000,44000,Philadelphia,PA,Pennsylvania
Senior Healthcare Data Analyst - Multiple Positions,3.7,CHOP,1001 to 5000 employees,1855,Nonprofit Organization,Health Care,2,37000,44000,Philadelphia,PA,Pennsylvania
Data Analyst D,4.3,University of Pennsylvania,10000+ employees,1740,College / University,Education,2,37000,44000,Philadelphia,PA,Pennsylvania
Data Analyst,4,ORS Partners,51 to 200 employees,2012,Company - Private,Business Services,2,37000,44000,Paoli,PA,Pennsylvania
SQL Data Analyst,3.9,"Zachary Piper Solutions, LLC",51 to 200 employees,2011,Company - Private,Information Technology,2,37000,44000,Horsham,PA,Pennsylvania
Business/Data Analyst,3.4,Infinity Consulting Solutions,501 to 1000 employees,2001,Company - Private,Business Services,2,37000,44000,Wilmington,DE,Delaware
Data and Information Analyst,2.4,"PMHCC, Inc.",501 to 1000 employees,1987,Nonprofit Organization,Health Care,2,37000,44000,Philadelphia,PA,Pennsylvania
Data Analyst,3.8,"iTech Solutions, Inc",51 to 200 employees,1995,Company - Private,Business Services,2,37000,44000,Conshohocken,PA,Pennsylvania
Senior CX Data Analyst,3.2,Vanguard,10000+ employees,1975,Company - Private,Finance,2,37000,44000,Malvern,PA,Pennsylvania
"Senior Data Management Analyst, Enterprise Data Management, OCDO",3.9,TD Bank,10000+ employees,1855,Company - Public,Finance,2,37000,44000,Mount Laurel,NJ,New Jersey
Vertical Lift Data Exploitation Analyst,3.7,Boeing,10000+ employees,1916,Company - Public,Aerospace & Defense,2,37000,44000,Ridley Park,PA,Pennsylvania
Data Governance Analyst,4.7,TeamSoft,201 to 500 employees,1996,Company - Private,Information Technology,2,37000,44000,Wayne,PA,Pennsylvania
Business Data Analyst,4.2,Freedom Mortgage,1001 to 5000 employees,1990,Company - Private,Finance,2,37000,44000,Mount Laurel,NJ,New Jersey
Business Analyst - Data Science & SQL,3.5,"Computer Enterprises, Inc.",501 to 1000 employees,1992,Company - Private,Information Technology,2,37000,44000,Philadelphia,PA,Pennsylvania
Lead Geophysical Data Analyst,3.5,Weston Solutions Inc.,1001 to 5000 employees,1957,Company - Private,"Oil, Gas, Energy & Utilities",2,37000,44000,West Chester,PA,Pennsylvania
Sales Data Analyst,3.7,McGrath Systems,1 to 50 employees,2005,Company - Private,Business Services,2,37000,44000,Berwyn,PA,Pennsylvania
Junior Data Analyst - SQL Programmer,2.7,TechUSA,1001 to 5000 employees,1998,Company - Private,Business Services,2,37000,44000,Philadelphia,PA,Pennsylvania
Data Analyst,4.5,Piper Companies,201 to 500 employees,2011,Company - Private,Business Services,2,37000,44000,Horsham,PA,Pennsylvania
Business / Data Analyst,4.1,Kforce,10000+ employees,1966,Company - Public,Business Services,2,37000,44000,Wilmington,DE,Delaware
Data Analyst,3.9,"Zachary Piper Solutions, LLC",51 to 200 employees,2011,Company - Private,Information Technology,2,37000,44000,Horsham,PA,Pennsylvania
Senior Data Analyst,3.6,A2C Consulting,1 to 50 employees,1994,Company - Private,Business Services,2,37000,44000,Philadelphia,PA,Pennsylvania
Data Analyst,3.4,Ionidea,1001 to 5000 employees,1991,Company - Private,Information Technology,2,37000,68000,San Antonio,TX,Texas
Data Analyst,4,CYNET SYSTEMS,501 to 1000 employees,2010,Company - Private,Information Technology,2,37000,68000,San Antonio,TX,Texas
Data Analyst,3.1,Integrated Resources,201 to 500 employees,1996,Company - Private,Business Services,2,37000,68000,San Antonio,TX,Texas
Data Reporting Analyst,3.9,Indotronix International Corporation,501 to 1000 employees,1986,Company - Private,Information Technology,2,37000,68000,San Antonio,TX,Texas
Data Analyst,3.9,Diverse Lynx,501 to 1000 employees,2002,Company - Private,Information Technology,2,37000,68000,San Antonio,TX,Texas
Data Analyst,3.7,Huntington Ingalls Industries,10000+ employees,2011,Company - Public,Aerospace & Defense,2,37000,68000,San Antonio,TX,Texas
Marketing & Data Analyst,4.1,Principle Auto,501 to 1000 employees,2014,Company - Private,Retail,2,37000,68000,San Antonio,TX,Texas
Data Analyst,3.4,C2 GPS- Alamo Workforce,501 to 1000 employees,2010,Company - Private,Business Services,2,37000,68000,San Antonio,TX,Texas
Data Reporting Analyst,3.4,Vantage Bank Texas,201 to 500 employees,1985,Company - Private,Finance,2,37000,68000,San Antonio,TX,Texas
"Data & Reporting Analyst, Distribution Planning & Operations",4.3,H E B,10000+ employees,1905,Company - Private,Retail,2,37000,68000,San Antonio,TX,Texas
Epidemiology Data Analyst,2.8,NJVC,1001 to 5000 employees,2001,Company - Private,Information Technology,2,37000,68000,San Antonio,TX,Texas
Data Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,2,37000,68000,San Antonio,TX,Texas
Contract Data Analyst,4,"Amyx, Inc.",501 to 1000 employees,1999,Company - Private,Information Technology,2,37000,68000,San Antonio,TX,Texas
Senior Data Analyst,4.5,Scaleworks,1 to 50 employees,2016,Company - Private,Information Technology,2,37000,68000,San Antonio,TX,Texas
Senior Data Analyst,3.5,HCL Technologies Ltd.,10000+ employees,1991,Company - Public,Information Technology,2,37000,68000,San Antonio,TX,Texas
Data Analyst,3.3,CDO Technologies Inc,201 to 500 employees,1995,Company - Private,Information Technology,2,37000,68000,San Antonio,TX,Texas
Senior Data Analyst,4.1,Kforce,10000+ employees,1966,Company - Public,Business Services,2,37000,68000,San Antonio,TX,Texas
Senior Data Science Analyst,2.9,PETCO,10000+ employees,1965,Company - Private,Retail,2,37000,68000,San Antonio,TX,Texas
"Data Analyst ( SAS,SQL)",3.7,eTeam Inc.,51 to 200 employees,1999,Company - Private,Business Services,2,37000,68000,San Antonio,TX,Texas
Data Analyst - Top Secret w/ SCI Eligibility,4,LMI,1001 to 5000 employees,1961,Nonprofit Organization,Business Services,2,37000,68000,San Antonio,TX,Texas
Epidemiology/Data Analyst,4,CAMRIS International,201 to 500 employees,2003,Company - Private,Government,2,37000,68000,San Antonio,TX,Texas
Epidemiology Data Analyst,3.5,General Dynamics Information Technology,10000+ employees,1996,Subsidiary or Business Segment,Information Technology,2,37000,68000,Lackland AFB,TX,Texas
"Machine Learning Engineer, Signal Processing",5,NxT Level,1 to 50 employees,2017,Company - Private,Information Technology,3,37000,75000,Torrance,CA,California
Survey Data Analyst,4.9,Cypress HCM,51 to 200 employees,2005,Company - Private,Business Services,3,37000,75000,Los Angeles,CA,California
"Scientist, Bioanalytics, Gene Therapy",3.7,CSL Behring,5001 to 10000 employees,2004,Company - Public,Biotech & Pharmaceuticals,3,37000,75000,Pasadena,CA,California
BI Data Analyst - Predictive Analytics,3.5,"Internet Brands, Inc.",1001 to 5000 employees,1998,Company - Private,Information Technology,3,37000,75000,Los Angeles,CA,California
"R&D Scientist, Cellular Manufacturing",3.7,CSL Behring,5001 to 10000 employees,2004,Company - Public,Biotech & Pharmaceuticals,3,37000,75000,Pasadena,CA,California
Data Analyst (Asset Management / eDiscovery),3.8,Odesus,51 to 200 employees,2001,Company - Private,Business Services,3,37000,75000,Burbank,CA,California
Environmental Scientist / Monitoring Lead,3.7,"Tetra Tech, Inc.",10000+ employees,1966,Company - Public,Business Services,3,37000,75000,Los Angeles,CA,California
Scientist I,2.6,Eurofins USA Environment Testing,201 to 500 employees,2005,Company - Private,Agriculture & Forestry,3,37000,75000,Monrovia,CA,California
Operation Analytics Manager,2.8,21st Century Fox,1001 to 5000 employees,1993,Subsidiary or Business Segment,Media,3,37000,75000,Los Angeles,CA,California
Planetary Data Engineer,4.3,Nasa Jet Propulsion Laboratory,5001 to 10000 employees,1936,Nonprofit Organization,Government,3,37000,75000,Pasadena,CA,California
"Data Analyst - Health, Senior",4.1,Blue Shield of California,5001 to 10000 employees,1939,Nonprofit Organization,Insurance,3,37000,75000,Woodland Hills,CA,California
VP of Data Science & Analytics,3.6,Snap,1001 to 5000 employees,2011,Company - Public,Information Technology,3,37000,75000,Los Angeles,CA,California
Product Data Analyst,3.2,Stamps.com,1001 to 5000 employees,1996,Company - Public,Information Technology,3,37000,75000,El Segundo,CA,California
"Senior Research Scientist I, Data Analytics",3.4,Kite Pharma,1001 to 5000 employees,2008,Company - Public,Biotech & Pharmaceuticals,3,37000,75000,Santa Monica,CA,California
Data Engineer,3.7,NortonLifeLock,1001 to 5000 employees,2019,Company - Public,Information Technology,3,37000,75000,Culver City,CA,California
Physical Scientist,4.2,U.S. Air Force,10000+ employees,1947,Government,Government,3,37000,75000,Los Angeles,CA,California
Data Analyst (Ryan White),4.7,AIDS Healthcare Foundation,1001 to 5000 employees,1987,Nonprofit Organization,Health Care,3,37000,75000,Los Angeles,CA,California
Implementation Analyst,3.4,Thermo Fisher Scientific,10000+ employees,1902,Company - Public,Biotech & Pharmaceuticals,1,38000,133000,Phoenix,AZ,Arizona
Escalated Claim Research Analyst,3.3,UnitedHealth Group,10000+ employees,1977,Company - Public,Health Care,1,38000,133000,Phoenix,AZ,Arizona
Business Process Support Analyst,2.9,CVS Health,10000+ employees,1963,Company - Public,Health Care,1,38000,133000,Chandler,AZ,Arizona
Business Operations Analyst/ Business Analyst/Operations Analyst,3.7,Infotree Service Inc,51 to 200 employees,2004,Company - Private,Business Services,1,38000,133000,Chandler,AZ,Arizona
Sales Operations Analyst,3.6,ON Semiconductor,10000+ employees,1999,Company - Public,Manufacturing,1,38000,133000,Phoenix,AZ,Arizona
Business Intelligence - Data Analyst,3.8,Crisis Response Network,51 to 200 employees,2007,Nonprofit Organization,Health Care,1,38000,133000,Tempe,AZ,Arizona
Operations Analyst,2.8,BASIS Independent Schools,501 to 1000 employees,2014,School / School District,Education,1,38000,133000,Scottsdale,AZ,Arizona
Incident Management Analyst,3.7,Inserso,201 to 500 employees,1994,Company - Private,Information Technology,1,38000,133000,Chandler,AZ,Arizona
"Transportation Analyst, AMXL Operations Center",3.9,Amazon,10000+ employees,1994,Company - Public,Information Technology,1,38000,133000,Tempe,AZ,Arizona
Business Analyst,3.4,P.F. Chang's,10000+ employees,1993,Company - Private,"Restaurants, Bars & Food Services",1,38000,133000,Scottsdale,AZ,Arizona
"Operations Analyst, Market Operations Team",3.4,Carvana,1001 to 5000 employees,2013,Company - Public,Retail,1,38000,133000,Phoenix,AZ,Arizona
Demand Planning Analyst,3.4,Shamrock Foods,1001 to 5000 employees,1922,Company - Private,Manufacturing,1,38000,133000,Phoenix,AZ,Arizona
Financial Analyst - Inventory Control,3.1,Burlington Stores,10000+ employees,1972,Company - Public,Retail,1,38000,58000,Burlington,NJ,New Jersey
Data Analyst,4.4,Contemporary Staffing Solutions,1001 to 5000 employees,1994,Company - Private,Business Services,1,38000,58000,Philadelphia,PA,Pennsylvania
Business Intelligence Analyst,3.4,Recovery Centers of America,1001 to 5000 employees,2015,Company - Private,Health Care,1,38000,58000,King of Prussia,PA,Pennsylvania
Automation and Warehousing Business Analyst/Solution Architect,3.9,Diverse Lynx,501 to 1000 employees,2002,Company - Private,Information Technology,1,38000,58000,Philadelphia,PA,Pennsylvania
Salesforce Quality Assurance / Support Analyst -,4.7,Elap Services,51 to 200 employees,2003,Company - Private,Health Care,1,38000,58000,Chesterbrook,PA,Pennsylvania
Business System Analyst,3.9,Diverse Lynx,501 to 1000 employees,2002,Company - Private,Information Technology,1,38000,58000,Malvern,PA,Pennsylvania
Data Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,38000,58000,Philadelphia,PA,Pennsylvania
Urgent - Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,38000,58000,Philadelphia,PA,Pennsylvania
Sr Business Analyst (US),3.9,TD Bank,10000+ employees,1855,Company - Public,Finance,1,38000,58000,Mount Laurel,NJ,New Jersey
Remote - Mortgage Business Analyst,4.4,Contemporary Staffing Solutions,1001 to 5000 employees,1994,Company - Private,Business Services,1,38000,58000,Fort Washington,PA,Pennsylvania
Customer Service/ Supply Chain Analyst,3.3,Timken,10000+ employees,1899,Company - Public,Manufacturing,1,38000,58000,King of Prussia,PA,Pennsylvania
Enterprise Solution Designer(senior Business Analyst),3.5,Tek Leaders,501 to 1000 employees,2016,Company - Private,Information Technology,1,38000,58000,Philadelphia,PA,Pennsylvania
Techno-Functional Business Analyst (Medical Devices Regulatory (MDR)),3.3,Saicon Consultants Inc,201 to 500 employees,1998,Company - Private,Information Technology,1,38000,58000,Media,PA,Pennsylvania
Business Systems Analyst for FIS MBP,3.6,FIS,10000+ employees,1968,Company - Public,Finance,1,38000,58000,Collegeville,PA,Pennsylvania
Urgent - Business Analyst - Junior Level,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,38000,58000,Philadelphia,PA,Pennsylvania
Business Analyst Fresher,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,38000,58000,Philadelphia,PA,Pennsylvania
Business Analyst (SQL,4.4,Contemporary Staffing Solutions,1001 to 5000 employees,1994,Company - Private,Business Services,1,38000,58000,Philadelphia,PA,Pennsylvania
Federal - SAP Business Analyst*,4.2,Solekai Systems Corp,1 to 50 employees,2002,Company - Private,Information Technology,1,38000,58000,Philadelphia,PA,Pennsylvania
CCS Business Performance Analyst,3.5,Harland Clarke,1001 to 5000 employees,1874,Subsidiary or Business Segment,Business Services,1,38000,59000,San Antonio,TX,Texas
Senior Credit Risk Business Analyst,4.1,Kforce,10000+ employees,1966,Company - Public,Business Services,1,38000,59000,San Antonio,TX,Texas
"Data Analyst ( SAS,SQL)",3.7,eTeam Inc.,51 to 200 employees,1999,Company - Private,Business Services,1,38000,59000,San Antonio,TX,Texas
Systems Analyst,4.1,Kforce,10000+ employees,1966,Company - Public,Business Services,1,38000,59000,San Antonio,TX,Texas
Application Systems Programmer/System Analyst,3.5,UT Health San Antonio,5001 to 10000 employees,1959,College / University,Health Care,1,38000,59000,San Antonio,TX,Texas
Sr. Fraud Risk Quantitative Analyst,3.1,Victory Capital Management Inc.,201 to 500 employees,2013,Company - Public,Finance,1,38000,59000,San Antonio,TX,Texas
Lead Business Reporting Analyst,3.1,Strategic Staffing Solutions,1001 to 5000 employees,1990,Contract,Business Services,1,38000,59000,San Antonio,TX,Texas
Federal - SAP Business Analyst/Specialist CP*,4.2,Solekai Systems Corp,1 to 50 employees,2002,Company - Private,Information Technology,1,38000,59000,San Antonio,TX,Texas
Decision Science Analyst Lead,3.6,USAA,10000+ employees,1922,Company - Private,Insurance,1,38000,59000,San Antonio,TX,Texas
Management Analyst,4.2,U.S. Air Force,10000+ employees,1947,Government,Government,1,38000,59000,Fort Sam Houston,TX,Texas
Technical Systems Analyst,3.8,Apex Systems,1001 to 5000 employees,1995,Subsidiary or Business Segment,Business Services,1,38000,59000,San Antonio,TX,Texas
Business Systems Analyst IV,3.5,TechDigital Corporation,51 to 200 employees,2008,Company - Private,Information Technology,1,38000,59000,San Antonio,TX,Texas
Federal - Business Functional Consultant - Ft. Knox,4.2,Solekai Systems Corp,1 to 50 employees,2002,Company - Private,Information Technology,1,38000,59000,San Antonio,TX,Texas
Oracle IT Analyst,3.5,Aviat Networks,501 to 1000 employees,2007,Company - Public,Telecommunications,1,38000,59000,San Antonio,TX,Texas
"Senior Analyst, Reinsurance Accounting",3.5,Lincoln Financial,10000+ employees,1905,Company - Public,Insurance,1,38000,59000,San Antonio,TX,Texas
Microsoft Application Solution Analyst,3.5,Security Service Federal Credit Union,1001 to 5000 employees,1956,Nonprofit Organization,Finance,1,38000,59000,San Antonio,TX,Texas
Business Support Analyst Senior - QA Oversight,3.6,USAA,10000+ employees,1922,Company - Private,Insurance,1,38000,59000,San Antonio,TX,Texas
Senior Consultant- SAP Basis,3.8,EY,10000+ employees,1989,Company - Private,Accounting & Legal,1,38000,59000,San Antonio,TX,Texas
Exiger Federal Solutions - Analyst,3.3,Exiger,501 to 1000 employees,2013,Company - Private,Business Services,1,38000,59000,San Antonio,TX,Texas
Compl AML Risk Mgmt Sr Analyst - Regulatory Reporting Program Governance,3.7,Citi,10000+ employees,1812,Company - Public,Finance,1,38000,59000,San Antonio,TX,Texas
MANAGEMENT AND PROGRAM ANALYST,3.8,U.S. Navy,1001 to 5000 employees,1775,Government,Government,1,38000,59000,San Antonio,TX,Texas
Fraud Analyst III,3.9,Broadway Bank,501 to 1000 employees,1941,Company - Private,Finance,1,38000,59000,San Antonio,TX,Texas
Cash Logistics Analyst,2.6,IBC Bank,1001 to 5000 employees,1966,Company - Public,Finance,1,38000,59000,San Antonio,TX,Texas
Business Analyst II,3.9,CSG,1001 to 5000 employees,1994,Company - Public,Information Technology,1,38000,76000,Allen,TX,Texas
SAP Business Analyst,3.4,McKesson,10000+ employees,1833,Company - Public,Health Care,1,38000,76000,Dallas,TX,Texas
Business Intelligence Developer,3.6,Daisy Brand,501 to 1000 employees,1917,Company - Private,Manufacturing,1,38000,76000,Dallas,TX,Texas
Analyst TX - Recent Graduate,3.1,Urban Science,501 to 1000 employees,1977,Company - Private,Information Technology,1,38000,76000,Plano,TX,Texas
Analyst,2.6,TreeHouse Foods,10000+ employees,2005,Company - Public,Manufacturing,1,38000,76000,Carrollton,TX,Texas
Funds Management Analyst,3.9,Texas Capital Bancshares,1001 to 5000 employees,1998,Company - Public,Finance,1,38000,76000,Dallas,TX,Texas
Data Analyst I,4,"Insight Enterprises, Inc.",5001 to 10000 employees,1988,Company - Public,Information Technology,1,38000,76000,Plano,TX,Texas
Service Management Analyst,4,Alkami Technology,501 to 1000 employees,2009,Company - Private,Information Technology,1,38000,76000,Plano,TX,Texas
Principal Financial Analyst,2.6,MEDecision,201 to 500 employees,1988,Subsidiary or Business Segment,Information Technology,1,38000,76000,Dallas,TX,Texas
Business Process Analyst,3.6,Omnitracs,1001 to 5000 employees,1988,Company - Private,Information Technology,1,38000,76000,Dallas,TX,Texas
Jr. Compliance Analyst,3.9,"PHP Agency, Inc.",51 to 200 employees,2009,Company - Private,Insurance,1,38000,76000,Addison,TX,Texas
BSA Analyst,3.6,Toyota Financial Services,10000+ employees,1957,Company - Public,Manufacturing,1,38000,76000,Dallas,TX,Texas
"Associate Consultant, Abandoned and Unclaimed Property Compliance",4.6,"Ryan, LLC",1001 to 5000 employees,1991,Company - Private,Accounting & Legal,1,38000,76000,Dallas,TX,Texas
Medical Economics Senior Consultant,3.3,Aetna,10000+ employees,1853,Company - Public,Insurance,1,38000,76000,Dallas,TX,Texas
